"Date","Open","High","Low","Close","Volume","Adj Close"
"2/8/1990",333.75,336.089996,332,332.959991,1.7624E+08,332.959991
"2/9/1990",333.019989,334.600006,332.410004,333.619995,1.4691E+08,333.619995
"2/12/1990",333.619995,333.619995,329.970001,330.079987,1.1839E+08,330.079987
"2/13/1990",330.079987,331.609985,327.920013,331.019989,1.4449E+08,331.019989
"2/14/1990",331.019989,333.200012,330.640015,332.01001,1.3853E+08,332.01001
"2/15/1990",332.01001,335.209991,331.609985,334.890015,1.7462E+08,334.890015
"2/16/1990",334.890015,335.640015,332.420013,332.720001,1.6684E+08,332.720001
"2/20/1990",332.720001,332.720001,326.26001,327.98999,1.473E+08,327.98999
"2/21/1990",327.910004,328.170013,324.470001,327.670013,1.5924E+08,327.670013
"2/22/1990",327.670013,330.980011,325.700012,325.700012,1.8432E+08,325.700012
"2/23/1990",325.700012,326.149994,322.100006,324.149994,1.4849E+08,324.149994
"2/26/1990",324.160004,328.670013,323.980011,328.670013,1.489E+08,328.670013
"2/27/1990",328.679993,331.940002,328.470001,330.26001,1.5259E+08,330.26001
"2/28/1990",330.26001,333.480011,330.160004,331.890015,1.844E+08,331.890015
"3/1/1990",331.890015,334.399994,331.079987,332.73999,1.5793E+08,332.73999
"3/2/1990",332.73999,335.540009,332.720001,335.540009,1.6433E+08,335.540009
"3/5/1990",335.540009,336.380005,333.48999,333.73999,1.4011E+08,333.73999
"3/6/1990",333.73999,337.929993,333.570007,337.929993,1.4364E+08,337.929993
"3/7/1990",337.929993,338.839996,336.329987,336.950012,1.6358E+08,336.950012
"3/8/1990",336.950012,340.660004,336.950012,340.269989,1.709E+08,340.269989
"3/9/1990",340.119995,340.269989,336.839996,337.929993,1.5041E+08,337.929993
"3/12/1990",337.929993,339.079987,336.140015,338.670013,1.1479E+08,338.670013
"3/13/1990",338.670013,338.670013,335.359985,336,1.4544E+08,336
"3/14/1990",336,337.630005,334.929993,336.869995,1.4506E+08,336.869995
"3/15/1990",336.869995,338.910004,336.869995,338.070007,1.4441E+08,338.070007
"3/16/1990",338.070007,341.910004,338.070007,341.910004,2.2252E+08,341.910004
"3/19/1990",341.910004,343.76001,339.119995,343.529999,1.423E+08,343.529999
"3/20/1990",343.529999,344.48999,340.869995,341.570007,1.7732E+08,341.570007
"3/21/1990",341.570007,342.339996,339.559998,339.73999,1.3099E+08,339.73999
"3/22/1990",339.73999,339.769989,333.619995,335.690002,1.7593E+08,335.690002
"3/23/1990",335.690002,337.579987,335.690002,337.220001,1.3207E+08,337.220001
"3/26/1990",337.220001,339.73999,337.220001,337.630005,1.1611E+08,337.630005
"3/27/1990",337.630005,341.5,337.029999,341.5,1.3161E+08,341.5
"3/28/1990",341.5,342.579987,340.600006,342,1.423E+08,342
"3/29/1990",342,342.070007,339.769989,340.790009,1.3219E+08,340.790009
"3/30/1990",340.790009,341.410004,338.209991,339.940002,1.3934E+08,339.940002
"4/2/1990",339.940002,339.940002,336.329987,338.700012,1.2436E+08,338.700012
"4/3/1990",338.700012,343.76001,338.700012,343.640015,1.5431E+08,343.640015
"4/4/1990",343.640015,344.119995,340.399994,341.089996,1.5953E+08,341.089996
"4/5/1990",341.089996,342.850006,340.630005,340.730011,1.4417E+08,340.730011
"4/6/1990",340.730011,341.730011,338.940002,340.079987,1.3749E+08,340.079987
"4/9/1990",340.079987,341.829987,339.880005,341.369995,1.1497E+08,341.369995
"4/10/1990",341.369995,342.410004,340.619995,342.070007,1.3602E+08,342.070007
"4/11/1990",342.070007,343,341.26001,341.920013,1.4108E+08,341.920013
"4/12/1990",341.920013,344.790009,341.910004,344.339996,1.4247E+08,344.339996
"4/16/1990",344.339996,347.299988,344.100006,344.73999,1.4281E+08,344.73999
"4/17/1990",344.73999,345.190002,342.059998,344.679993,1.2799E+08,344.679993
"4/18/1990",344.679993,345.329987,340.109985,340.720001,1.4713E+08,340.720001
"4/19/1990",340.720001,340.720001,337.589996,338.089996,1.5293E+08,338.089996
"4/20/1990",338.089996,338.519989,333.410004,335.119995,1.7426E+08,335.119995
"4/23/1990",335.119995,335.119995,330.089996,331.049988,1.3615E+08,331.049988
"4/24/1990",331.049988,332.970001,329.709991,330.359985,1.3736E+08,330.359985
"4/25/1990",330.359985,332.73999,330.359985,332.029999,1.3348E+08,332.029999
"4/26/1990",332.029999,333.76001,330.670013,332.920013,1.4133E+08,332.920013
"4/27/1990",332.920013,333.570007,328.709991,329.109985,1.3063E+08,329.109985
"4/30/1990",329.109985,331.309998,327.76001,330.799988,1.2275E+08,330.799988
"5/1/1990",330.799988,332.829987,330.799988,332.25,1.4902E+08,332.25
"5/2/1990",332.25,334.480011,332.149994,334.480011,1.4161E+08,334.480011
"5/3/1990",334.480011,337.019989,334.470001,335.570007,1.4556E+08,335.570007
"5/4/1990",335.579987,338.459991,335.170013,338.390015,1.4055E+08,338.390015
"5/7/1990",338.390015,341.070007,338.109985,340.529999,1.3276E+08,340.529999
"5/8/1990",340.529999,342.029999,340.170013,342.01001,1.4423E+08,342.01001
"5/9/1990",342.01001,343.079987,340.899994,342.859985,1.5222E+08,342.859985
"5/10/1990",342.869995,344.980011,342.769989,343.820007,1.5846E+08,343.820007
"5/11/1990",343.820007,352.309998,343.820007,352,2.3404E+08,352
"5/14/1990",352,358.410004,351.950012,354.75,2.2541E+08,354.75
"5/15/1990",354.75,355.089996,352.839996,354.279999,1.6573E+08,354.279999
"5/16/1990",354.269989,354.679993,351.950012,354,1.5981E+08,354
"5/17/1990",354,356.920013,354,354.470001,1.6477E+08,354.470001
"5/18/1990",354.470001,354.640015,352.519989,354.640015,1.6252E+08,354.640015
"5/21/1990",354.640015,359.070007,353.779999,358,1.6628E+08,358
"5/22/1990",358,360.5,356.089996,358.429993,2.0335E+08,358.429993
"5/23/1990",358.429993,359.290009,356.98999,359.290009,1.7233E+08,359.290009
"5/24/1990",359.290009,359.559998,357.869995,358.410004,1.5514E+08,358.410004
"5/25/1990",358.410004,358.410004,354.320007,354.579987,1.2025E+08,354.579987
"5/29/1990",354.579987,360.649994,354.549988,360.649994,1.3741E+08,360.649994
"5/30/1990",360.649994,362.26001,360,360.859985,1.9954E+08,360.859985
"5/31/1990",360.859985,361.839996,360.230011,361.230011,1.6569E+08,361.230011
"6/1/1990",361.26001,363.519989,361.209991,363.160004,1.8786E+08,363.160004
"6/4/1990",363.160004,367.850006,362.429993,367.399994,1.7552E+08,367.399994
"6/5/1990",367.399994,368.779999,365.48999,366.640015,1.9972E+08,366.640015
"6/6/1990",366.640015,366.640015,364.420013,364.959991,1.6403E+08,364.959991
"6/7/1990",365.920013,365.920013,361.600006,363.149994,1.6036E+08,363.149994
"6/8/1990",363.149994,363.48999,357.679993,358.709991,1.426E+08,358.709991
"6/11/1990",358.709991,361.630005,357.700012,361.630005,1.1955E+08,361.630005
"6/12/1990",361.630005,367.269989,361.149994,366.25,1.571E+08,366.25
"6/13/1990",366.25,367.089996,364.51001,364.899994,1.5891E+08,364.899994
"6/14/1990",364.899994,364.899994,361.640015,362.899994,1.3577E+08,362.899994
"6/15/1990",362.890015,363.140015,360.709991,362.910004,2.0513E+08,362.910004
"6/18/1990",362.910004,362.910004,356.880005,356.880005,1.3347E+08,356.880005
"6/19/1990",356.880005,358.899994,356.179993,358.470001,1.3493E+08,358.470001
"6/20/1990",358.470001,359.910004,357,359.100006,1.3742E+08,359.100006
"6/21/1990",359.100006,360.880005,357.630005,360.470001,1.3857E+08,360.470001
"6/22/1990",360.519989,363.200012,355.309998,355.429993,1.7257E+08,355.429993
"6/25/1990",355.420013,356.410004,351.910004,352.309998,1.331E+08,352.309998
"6/26/1990",352.320007,356.089996,351.850006,352.059998,1.4142E+08,352.059998
"6/27/1990",352.059998,355.890015,351.230011,355.140015,1.4662E+08,355.140015
"6/28/1990",355.160004,357.630005,355.160004,357.630005,1.3612E+08,357.630005
"6/29/1990",357.640015,359.089996,357.299988,358.019989,1.4551E+08,358.019989
"7/2/1990",358.019989,359.579987,357.540009,359.540009,1.302E+08,359.540009
"7/3/1990",359.540009,360.730011,359.440002,360.160004,1.3005E+08,360.160004
"7/5/1990",360.160004,360.160004,354.859985,355.679993,1.2832E+08,355.679993
"7/6/1990",355.690002,359.019989,354.640015,358.420013,1.1173E+08,358.420013
"7/9/1990",358.420013,360.049988,358.109985,359.519989,1.1939E+08,359.519989
"7/10/1990",359.519989,359.73999,356.410004,356.48999,1.4763E+08,356.48999
"7/11/1990",356.48999,361.230011,356.48999,361.230011,1.6222E+08,361.230011
"7/12/1990",361.230011,365.459991,360.570007,365.440002,2.1318E+08,365.440002
"7/13/1990",365.450012,369.679993,365.450012,367.309998,2.156E+08,367.309998
"7/16/1990",367.309998,369.779999,367.309998,368.950012,1.4943E+08,368.950012
"7/17/1990",368.950012,369.399994,364.98999,367.519989,1.7679E+08,367.519989
"7/18/1990",367.519989,367.519989,362.950012,364.220001,1.6876E+08,364.220001
"7/19/1990",364.220001,365.320007,361.290009,365.320007,1.6199E+08,365.320007
"7/20/1990",365.320007,366.640015,361.579987,361.609985,1.7781E+08,361.609985
"7/23/1990",361.609985,361.609985,350.089996,355.309998,2.0903E+08,355.309998
"7/24/1990",355.309998,356.089996,351.459991,355.790009,1.8192E+08,355.790009
"7/25/1990",355.790009,357.519989,354.799988,357.089996,1.6353E+08,357.089996
"7/26/1990",357.089996,357.470001,353.950012,355.910004,1.5504E+08,355.910004
"7/27/1990",355.899994,355.940002,352.140015,353.440002,1.4907E+08,353.440002
"7/30/1990",353.440002,355.549988,351.149994,355.549988,1.4647E+08,355.549988
"7/31/1990",355.549988,357.540009,353.910004,356.149994,1.7538E+08,356.149994
"8/1/1990",356.149994,357.350006,353.820007,355.519989,1.7826E+08,355.519989
"8/2/1990",355.519989,355.519989,349.730011,351.480011,2.5309E+08,351.480011
"8/3/1990",351.480011,351.480011,338.200012,344.859985,2.9588E+08,344.859985
"8/6/1990",344.859985,344.859985,333.269989,334.429993,2.404E+08,334.429993
"8/7/1990",334.429993,338.630005,332.220001,334.829987,2.3158E+08,334.829987
"8/8/1990",334.829987,339.209991,334.829987,338.350006,1.904E+08,338.350006
"8/9/1990",338.350006,340.559998,337.559998,339.940002,1.5581E+08,339.940002
"8/10/1990",339.899994,339.899994,334.220001,335.519989,1.4534E+08,335.519989
"8/13/1990",335.390015,338.880005,332.019989,338.839996,1.2282E+08,338.839996
"8/14/1990",338.839996,340.959991,337.190002,339.390015,1.3032E+08,339.390015
"8/15/1990",339.390015,341.920013,339.380005,340.059998,1.3671E+08,340.059998
"8/16/1990",340.059998,340.059998,332.390015,332.390015,1.3885E+08,332.390015
"8/17/1990",332.359985,332.359985,324.630005,327.829987,2.1256E+08,327.829987
"8/20/1990",327.829987,329.899994,327.070007,328.51001,1.2963E+08,328.51001
"8/21/1990",328.51001,328.51001,318.779999,321.859985,1.9463E+08,321.859985
"8/22/1990",321.859985,324.149994,316.549988,316.549988,1.7555E+08,316.549988
"8/23/1990",316.549988,316.549988,306.559998,307.059998,2.5044E+08,307.059998
"8/24/1990",307.059998,311.649994,306.179993,311.51001,1.9904E+08,311.51001
"8/27/1990",311.549988,323.109985,311.549988,321.440002,1.6015E+08,321.440002
"8/28/1990",321.440002,322.200012,320.25,321.339996,1.2766E+08,321.339996
"8/29/1990",321.339996,325.829987,320.869995,324.190002,1.3424E+08,324.190002
"8/30/1990",324.190002,324.570007,317.820007,318.709991,1.2089E+08,318.709991
"8/31/1990",318.709991,322.570007,316.589996,322.559998,9.648E+07,322.559998
"9/4/1990",322.559998,323.089996,319.109985,323.089996,9.294E+07,323.089996
"9/5/1990",323.089996,324.519989,320.98999,324.390015,1.2061E+08,324.390015
"9/6/1990",324.390015,324.390015,319.369995,320.459991,1.2562E+08,320.459991
"9/7/1990",320.459991,324.179993,319.709991,323.399994,1.238E+08,323.399994
"9/10/1990",323.420013,326.529999,320.309998,321.630005,1.1973E+08,321.630005
"9/11/1990",321.630005,322.179993,319.600006,321.040009,1.1322E+08,321.040009
"9/12/1990",321.040009,322.549988,319.600006,322.540009,1.2989E+08,322.540009
"9/13/1990",322.51001,322.51001,318.019989,318.649994,1.2339E+08,318.649994
"9/14/1990",318.649994,318.649994,314.76001,316.829987,1.3339E+08,316.829987
"9/17/1990",316.829987,318.049988,315.209991,317.769989,1.106E+08,317.769989
"9/18/1990",317.769989,318.850006,314.269989,318.600006,1.4113E+08,318.600006
"9/19/1990",318.600006,319.350006,316.25,316.600006,1.4753E+08,316.600006
"9/20/1990",316.600006,316.600006,310.549988,311.480011,1.451E+08,311.480011
"9/21/1990",311.529999,312.170013,307.980011,311.320007,2.0105E+08,311.320007
"9/24/1990",311.299988,311.299988,303.579987,304.589996,1.6407E+08,304.589996
"9/25/1990",305.459991,308.269989,304.230011,308.26001,1.5594E+08,308.26001
"9/26/1990",308.26001,308.279999,303.049988,305.059998,1.5557E+08,305.059998
"9/27/1990",305.059998,307.470001,299.100006,300.970001,1.8269E+08,300.970001
"9/28/1990",300.970001,306.049988,295.980011,306.049988,2.0101E+08,306.049988
"10/1/1990",306.100006,314.940002,306.100006,314.940002,2.0221E+08,314.940002
"10/2/1990",314.940002,319.690002,314.940002,315.209991,1.8836E+08,315.209991
"10/3/1990",315.209991,316.26001,310.700012,311.399994,1.3549E+08,311.399994
"10/4/1990",311.399994,313.399994,308.589996,312.690002,1.4541E+08,312.690002
"10/5/1990",312.690002,314.790009,305.76001,311.5,1.5338E+08,311.5
"10/8/1990",311.5,315.029999,311.5,313.480011,9.947E+07,313.480011
"10/9/1990",313.459991,313.459991,305.089996,305.100006,1.4561E+08,305.100006
"10/10/1990",305.089996,306.429993,299.209991,300.390015,1.6919E+08,300.390015
"10/11/1990",300.390015,301.450012,294.51001,295.459991,1.8006E+08,295.459991
"10/12/1990",295.450012,301.679993,295.220001,300.029999,1.8794E+08,300.029999
"10/15/1990",300.029999,304.790009,296.410004,303.230011,1.6498E+08,303.230011
"10/16/1990",303.230011,304.339996,298.119995,298.920013,1.4957E+08,298.920013
"10/17/1990",298.920013,301.5,297.790009,298.76001,1.6126E+08,298.76001
"10/18/1990",298.75,305.73999,298.75,305.73999,2.0411E+08,305.73999
"10/19/1990",305.73999,312.480011,305.73999,312.480011,2.2148E+08,312.480011
"10/22/1990",312.480011,315.829987,310.470001,314.76001,1.5265E+08,314.76001
"10/23/1990",314.76001,315.059998,312.059998,312.359985,1.463E+08,312.359985
"10/24/1990",312.359985,313.51001,310.73999,312.600006,1.4929E+08,312.600006
"10/25/1990",312.600006,313.709991,309.700012,310.170013,1.4146E+08,310.170013
"10/26/1990",310.170013,310.170013,304.709991,304.709991,1.3019E+08,304.709991
"10/29/1990",304.73999,307.410004,300.690002,301.880005,1.3398E+08,301.880005
"10/30/1990",301.880005,304.359985,299.440002,304.059998,1.5345E+08,304.059998
"10/31/1990",304.059998,305.700012,302.329987,304,1.5606E+08,304
"11/1/1990",303.98999,307.269989,301.609985,307.019989,1.5927E+08,307.019989
"11/2/1990",307.019989,311.940002,306.880005,311.850006,1.687E+08,311.850006
"11/5/1990",311.850006,314.609985,311.410004,314.589996,1.4751E+08,314.589996
"11/6/1990",314.589996,314.76001,311.429993,311.619995,1.4266E+08,311.619995
"11/7/1990",311.619995,311.619995,305.790009,306.01001,1.4913E+08,306.01001
"11/8/1990",306.01001,309.769989,305.029999,307.609985,1.5557E+08,307.609985
"11/9/1990",307.609985,313.779999,307.609985,313.73999,1.4516E+08,313.73999
"11/12/1990",313.73999,319.769989,313.730011,319.480011,1.6139E+08,319.480011
"11/13/1990",319.480011,319.480011,317.26001,317.670013,1.6024E+08,317.670013
"11/14/1990",317.660004,321.700012,317.230011,320.399994,1.7931E+08,320.399994
"11/15/1990",320.399994,320.399994,316.130005,317.019989,1.5137E+08,317.019989
"11/16/1990",317.019989,318.799988,314.98999,317.119995,1.6544E+08,317.119995
"11/19/1990",317.149994,319.390015,317.149994,319.339996,1.4095E+08,319.339996
"11/20/1990",319.339996,319.339996,315.309998,315.309998,1.6117E+08,315.309998
"11/21/1990",315.309998,316.149994,312.420013,316.029999,1.4066E+08,316.029999
"11/23/1990",316.029999,317.299988,315.059998,315.100006,6.335E+07,315.100006
"11/26/1990",315.079987,316.51001,311.480011,316.51001,1.3154E+08,316.51001
"11/27/1990",316.51001,318.690002,315.799988,318.100006,1.4759E+08,318.100006
"11/28/1990",318.109985,319.959991,317.619995,317.950012,1.4549E+08,317.950012
"11/29/1990",317.950012,317.950012,315.029999,316.420013,1.4092E+08,316.420013
"11/30/1990",316.420013,323.019989,315.420013,322.220001,1.9235E+08,322.220001
"12/3/1990",322.230011,324.899994,322.230011,324.100006,1.77E+08,324.100006
"12/4/1990",324.109985,326.769989,321.970001,326.350006,1.8582E+08,326.350006
"12/5/1990",326.359985,329.920013,325.660004,329.920013,2.0582E+08,329.920013
"12/6/1990",329.940002,333.980011,328.369995,329.070007,2.5638E+08,329.070007
"12/7/1990",329.089996,329.390015,326.390015,327.75,1.6495E+08,327.75
"12/10/1990",327.75,328.970001,326.149994,328.890015,1.3865E+08,328.890015
"12/11/1990",328.880005,328.880005,325.649994,326.440002,1.4533E+08,326.440002
"12/12/1990",326.440002,330.359985,326.440002,330.190002,1.8227E+08,330.190002
"12/13/1990",330.140015,330.579987,328.769989,329.339996,1.6211E+08,329.339996
"12/14/1990",329.339996,329.339996,325.160004,326.820007,1.5101E+08,326.820007
"12/17/1990",326.820007,326.820007,324.459991,326.019989,1.1856E+08,326.019989
"12/18/1990",326.019989,330.429993,325.75,330.049988,1.7646E+08,330.049988
"12/19/1990",330.040009,330.799988,329.390015,330.200012,1.8038E+08,330.200012
"12/20/1990",330.200012,330.73999,326.940002,330.119995,1.747E+08,330.119995
"12/21/1990",330.119995,332.470001,330.119995,331.75,2.334E+08,331.75
"12/24/1990",331.73999,331.73999,329.160004,329.899994,5.72E+07,329.899994
"12/26/1990",329.890015,331.690002,329.890015,330.850006,7.873E+07,330.850006
"12/27/1990",330.850006,331.040009,328.230011,328.290009,1.029E+08,328.290009
"12/28/1990",328.290009,328.720001,327.23999,328.720001,1.1103E+08,328.720001
"12/31/1990",328.709991,330.230011,327.5,330.220001,1.1413E+08,330.220001
"1/2/1991",330.200012,330.75,326.450012,326.450012,1.2628E+08,326.450012
"1/3/1991",326.459991,326.529999,321.899994,321.910004,1.4145E+08,321.910004
"1/4/1991",321.910004,322.350006,318.869995,321,1.4082E+08,321
"1/7/1991",320.970001,320.970001,315.440002,315.440002,1.3061E+08,315.440002
"1/8/1991",315.440002,316.970001,313.790009,314.899994,1.4339E+08,314.899994
"1/9/1991",314.899994,320.730011,310.929993,311.48999,1.911E+08,311.48999
"1/10/1991",311.51001,314.769989,311.51001,314.529999,1.2451E+08,314.529999
"1/11/1991",314.529999,315.23999,313.589996,315.230011,1.2305E+08,315.230011
"1/14/1991",315.230011,315.230011,309.350006,312.48999,1.2083E+08,312.48999
"1/15/1991",312.48999,313.730011,311.839996,313.730011,1.1E+08,313.730011
"1/16/1991",313.730011,316.940002,312.940002,316.170013,1.3456E+08,316.170013
"1/17/1991",316.25,327.970001,316.25,327.970001,3.1908E+08,327.970001
"1/18/1991",327.929993,332.230011,327.079987,332.230011,2.2677E+08,332.230011
"1/21/1991",332.230011,332.230011,328.869995,331.059998,1.3629E+08,331.059998
"1/22/1991",331.059998,331.26001,327.829987,328.309998,1.7706E+08,328.309998
"1/23/1991",328.299988,331.040009,327.929993,330.209991,1.6862E+08,330.209991
"1/24/1991",330.209991,335.829987,330.190002,334.779999,2.2315E+08,334.779999
"1/25/1991",334.779999,336.920013,334.200012,336.070007,1.9435E+08,336.070007
"1/28/1991",336.059998,337.410004,335.809998,336.029999,1.4127E+08,336.029999
"1/29/1991",336.029999,336.029999,334.26001,335.839996,1.5574E+08,335.839996
"1/30/1991",335.799988,340.910004,335.709991,340.910004,2.2679E+08,340.910004
"1/31/1991",340.920013,343.929993,340.470001,343.929993,2.0452E+08,343.929993
"2/1/1991",343.910004,344.899994,340.369995,343.049988,2.4667E+08,343.049988
"2/4/1991",343.049988,348.709991,342.959991,348.339996,2.5075E+08,348.339996
"2/5/1991",348.339996,351.839996,347.209991,351.26001,2.9057E+08,351.26001
"2/6/1991",351.26001,358.070007,349.579987,358.070007,2.7694E+08,358.070007
"2/7/1991",358.070007,363.429993,355.529999,356.519989,2.9219E+08,356.519989
"2/8/1991",356.519989,359.350006,356.019989,359.350006,1.8783E+08,359.350006
"2/11/1991",359.359985,368.579987,359.320007,368.579987,2.6535E+08,368.579987
"2/12/1991",368.579987,370.540009,365.5,365.5,2.5616E+08,365.5
"2/13/1991",365.5,369.48999,364.640015,369.019989,2.0996E+08,369.019989
"2/14/1991",369.019989,370.26001,362.769989,364.220001,2.3075E+08,364.220001
"2/15/1991",364.230011,369.48999,364.230011,369.059998,2.2848E+08,369.059998
"2/19/1991",369.059998,370.109985,367.049988,369.390015,1.899E+08,369.390015
"2/20/1991",369.369995,369.369995,364.380005,365.140015,1.8568E+08,365.140015
"2/21/1991",365.140015,366.790009,364.5,364.970001,1.8077E+08,364.970001
"2/22/1991",364.970001,370.959991,364.230011,365.649994,2.1876E+08,365.649994
"2/25/1991",365.649994,370.190002,365.160004,367.26001,1.9382E+08,367.26001
"2/26/1991",367.26001,367.26001,362.190002,362.809998,1.6417E+08,362.809998
"2/27/1991",362.809998,368.380005,362.809998,367.73999,2.1141E+08,367.73999
"2/28/1991",367.730011,369.910004,365.950012,367.070007,2.2301E+08,367.070007
"3/1/1991",367.070007,370.470001,363.730011,370.470001,2.2151E+08,370.470001
"3/4/1991",370.470001,371.98999,369.070007,369.329987,1.9983E+08,369.329987
"3/5/1991",369.329987,377.890015,369.329987,376.720001,2.537E+08,376.720001
"3/6/1991",376.720001,379.660004,375.019989,376.170013,2.6229E+08,376.170013
"3/7/1991",376.160004,377.48999,375.579987,375.910004,1.9706E+08,375.910004
"3/8/1991",375.910004,378.690002,374.429993,374.950012,2.0685E+08,374.950012
"3/11/1991",374.940002,375.100006,372.519989,372.959991,1.616E+08,372.959991
"3/12/1991",372.959991,374.350006,369.549988,370.029999,1.7644E+08,370.029999
"3/13/1991",370.029999,374.649994,370.029999,374.570007,1.76E+08,374.570007
"3/14/1991",374.589996,378.279999,371.76001,373.5,2.3207E+08,373.5
"3/15/1991",373.5,374.579987,370.209991,373.589996,2.3765E+08,373.589996
"3/18/1991",373.589996,374.089996,369.459991,372.109985,1.631E+08,372.109985
"3/19/1991",372.109985,372.109985,366.540009,366.589996,1.7707E+08,366.589996
"3/20/1991",366.589996,368.850006,365.799988,367.920013,1.9681E+08,367.920013
"3/21/1991",367.940002,371.01001,366.51001,366.579987,1.9983E+08,366.579987
"3/22/1991",366.579987,368.220001,365.579987,367.480011,1.6089E+08,367.480011
"3/25/1991",367.480011,371.309998,367.459991,369.829987,1.5392E+08,369.829987
"3/26/1991",369.829987,376.299988,369.369995,376.299988,1.9872E+08,376.299988
"3/27/1991",376.279999,378.480011,374.730011,375.350006,2.0183E+08,375.350006
"3/28/1991",375.350006,376.600006,374.399994,375.220001,1.5075E+08,375.220001
"4/1/1991",375.220001,375.220001,370.269989,371.299988,1.4401E+08,371.299988
"4/2/1991",371.299988,379.5,371.299988,379.5,1.8953E+08,379.5
"4/3/1991",379.5,381.559998,378.48999,378.940002,2.1372E+08,378.940002
"4/4/1991",378.940002,381.880005,377.049988,379.769989,1.9812E+08,379.769989
"4/5/1991",379.779999,381.119995,374.149994,375.359985,1.8741E+08,375.359985
"4/8/1991",375.350006,378.76001,374.690002,378.660004,1.3858E+08,378.660004
"4/9/1991",378.649994,379.019989,373.109985,373.559998,1.6994E+08,373.559998
"4/10/1991",373.570007,374.829987,371.209991,373.149994,1.6794E+08,373.149994
"4/11/1991",373.149994,379.529999,373.149994,377.630005,1.9657E+08,377.630005
"4/12/1991",377.649994,381.070007,376.890015,380.399994,1.9861E+08,380.399994
"4/15/1991",380.399994,382.320007,378.779999,381.190002,1.618E+08,381.190002
"4/16/1991",381.190002,387.619995,379.640015,387.619995,2.1448E+08,387.619995
"4/17/1991",387.619995,391.26001,387.299988,390.450012,2.4693E+08,390.450012
"4/18/1991",390.450012,390.970001,388.130005,388.459991,2.1741E+08,388.459991
"4/19/1991",388.459991,388.459991,383.899994,384.200012,1.9552E+08,384.200012
"4/22/1991",384.190002,384.190002,380.160004,380.950012,1.6441E+08,380.950012
"4/23/1991",380.950012,383.549988,379.670013,381.76001,1.6784E+08,381.76001
"4/24/1991",381.76001,383.019989,379.98999,382.76001,1.668E+08,382.76001
"4/25/1991",382.890015,382.890015,378.429993,379.25,1.6694E+08,379.25
"4/26/1991",379.25,380.109985,376.769989,379.019989,1.5455E+08,379.019989
"4/29/1991",379.01001,380.959991,373.660004,373.660004,1.4986E+08,373.660004
"4/30/1991",373.660004,377.859985,373.01001,375.339996,2.0623E+08,375.339996
"5/1/1991",375.350006,380.459991,375.269989,380.290009,1.819E+08,380.290009
"5/2/1991",380.290009,382.140015,379.820007,380.519989,1.8709E+08,380.519989
"5/3/1991",380.519989,381,378.820007,380.799988,1.5815E+08,380.799988
"5/6/1991",380.779999,380.779999,377.859985,380.079987,1.2911E+08,380.079987
"5/7/1991",380.079987,380.910004,377.309998,377.320007,1.5329E+08,377.320007
"5/8/1991",377.329987,379.26001,376.209991,378.51001,1.5724E+08,378.51001
"5/9/1991",378.51001,383.559998,378.51001,383.25,1.8046E+08,383.25
"5/10/1991",383.26001,383.910004,375.609985,375.73999,1.7273E+08,375.73999
